score,case,reasons,pdf
3,1966-10-8290050-Greenlawn-LongIsland-NewYork.txt,E:hedges=14; G:form='one'_vs_obj='cigar-shaped object with three diamond-s',/Volumes/Expansion/data/1960s/1966-10-8290050-Greenlawn-LongIsland-NewYork.pdf
3,1966-11-8266034-Philadelphia-Penn.txt,C:dur_meta=900.0s_vs_form=60.0s; E:hedges=10,/Volumes/Expansion/data/1960s/1966-11-8266034-Philadelphia-Penn.pdf
3,1966-xx-8287147-St-Paul-Minnesota.txt,C:dur_meta=8388000.0s_vs_form=20.0s; E:hedges=31,/Volumes/Expansion/data/1960s/1966-xx-8287147-St-Paul-Minnesota.pdf
3,1967-01-8541564-LakeCity-Pennsylvania.txt,C:dur_meta=1200.0s_vs_form=180.0s; E:hedges=9,/Volumes/Expansion/data/1960s/1967-01-8541564-LakeCity-Pennsylvania.pdf
3,1967-02-8550606-Denver-Colorado.txt,C:dur_meta=5.0s_vs_form=30.0s; E:hedges=15,/Volumes/Expansion/data/1960s/1967-02-8550606-Denver-Colorado.pdf
3,1967-02-8553128-GrandRapids-Michigan.txt,C:dur_meta=120.0s_vs_form=10.0s; E:hedges=15,/Volumes/Expansion/data/1960s/1967-02-8553128-GrandRapids-Michigan.pdf
3,1967-02-9665856-Davidsonville-Maryland.txt,C:dur_meta=60.0s_vs_form=1200.0s; E:hedges=17,/Volumes/Expansion/data/1960s/1967-02-9665856-Davidsonville-Maryland.pdf
3,1967-02-9665900-Irvington-NewJersey.txt,C:dur_meta=1200.0s_vs_form=6.0s; E:hedges=10,/Volumes/Expansion/data/1960s/1967-02-9665900-Irvington-NewJersey.pdf
3,1967-02-9666056-MtClemens-Michigan.txt,C:dur_meta=120.0s_vs_form=5.0s; E:hedges=13,/Volumes/Expansion/data/1960s/1967-02-9666056-MtClemens-Michigan.pdf
3,1967-02-9666070-ElkinsPark-Pennsylvania.txt,C:dur_meta=180.0s_vs_form=10.0s; E:hedges=17,/Volumes/Expansion/data/1960s/1967-02-9666070-ElkinsPark-Pennsylvania.pdf
3,1967-02-9733833-Newman-Georgia.txt,C:dur_meta=1800.0s_vs_form=300.0s; E:hedges=11,/Volumes/Expansion/data/1960s/1967-02-9733833-Newman-Georgia.pdf
3,1967-03-7448824-Denver-Colorado.txt,C:dur_meta=900.0s_vs_form=3.0s; E:hedges=18,/Volumes/Expansion/data/1960s/1967-03-7448824-Denver-Colorado.pdf
3,1967-03-7465121-Hamtramck-Michigan.txt,C:dur_meta=40.0s_vs_form=4.0s; E:hedges=8,/Volumes/Expansion/data/1960s/1967-03-7465121-Hamtramck-Michigan.pdf
3,1967-03-7465634-Wapello-Iowa.txt,C:dur_meta=900.0s_vs_form=60.0s; E:hedges=10,/Volumes/Expansion/data/1960s/1967-03-7465634-Wapello-Iowa.pdf
3,1967-04-7449742-Hatboro-Pennsylvania.txt,E:hedges=10; G:form='one'_vs_obj='a bright white object with two white lig',/Volumes/Expansion/data/1960s/1967-04-7449742-Hatboro-Pennsylvania.pdf
3,1967-05-9077475-Dayton-Ohio.txt,C:dur_meta=2400.0s_vs_form=180.0s; E:hedges=35,/Volumes/Expansion/data/1960s/1967-05-9077475-Dayton-Ohio.pdf
3,1967-08-7408309-Kettering-Ohio.txt,C:dur_meta=10.0s_vs_form=60.0s; E:hedges=16,/Volumes/Expansion/data/1960s/1967-08-7408309-Kettering-Ohio.pdf
3,1967-09-7279630-ITHACA-NEWYORK.txt,"E:hedges=80; G:form='one'_vs_obj='two elongated, metallic-appearing object'",/Volumes/Expansion/data/1960s/1967-09-7279630-ITHACA-NEWYORK.pdf
3,1967-10-7282590-Tucson-Arizona.txt,C:dur_meta=600.0s_vs_form=17.0s; E:hedges=54,/Volumes/Expansion/data/1960s/1967-10-7282590-Tucson-Arizona.pdf
3,1967-11-6973662-Aiken-SouthCarolina.txt,C:dur_meta=15.0s_vs_form=180.0s; E:hedges=9,/Volumes/Expansion/data/1960s/1967-11-6973662-Aiken-SouthCarolina.pdf
3,1967-11-6977540-Mason-Texas.txt,C:dur_meta=600.0s_vs_form=14400.0s; E:hedges=15,/Volumes/Expansion/data/1960s/1967-11-6977540-Mason-Texas.pdf
3,1967-11-6977652-Syracuse-NewYork.txt,C:dur_meta=15.0s_vs_form=600.0s; E:hedges=7,/Volumes/Expansion/data/1960s/1967-11-6977652-Syracuse-NewYork.pdf
3,1967-12-6888370-Dayton-Ohio.txt,C:dur_meta=3000.0s_vs_form=5.0s; E:hedges=43,/Volumes/Expansion/data/1960s/1967-12-6888370-Dayton-Ohio.pdf
3,1967-12-6888593-Richardson-Texas.txt,C:dur_meta=3.0s_vs_form=300.0s; E:hedges=17,/Volumes/Expansion/data/1960s/1967-12-6888593-Richardson-Texas.pdf
3,1968-02-6889711-Medway-Ohio.txt,C:dur_meta=60.0s_vs_form=900.0s; E:hedges=9,/Volumes/Expansion/data/1960s/1968-02-6889711-Medway-Ohio.pdf
3,1968-02-6889723-Appleton-Wisconsin.txt,C:dur_meta=1200.0s_vs_form=240.0s; E:hedges=17,/Volumes/Expansion/data/1960s/1968-02-6889723-Appleton-Wisconsin.pdf
3,1968-02-6889842-Fayetteville-NorthCarolina.txt,C:dur_meta=60.0s_vs_form=900.0s; E:hedges=6,/Volumes/Expansion/data/1960s/1968-02-6889842-Fayetteville-NorthCarolina.pdf
3,1968-03-6890315-Kettering-Ohio.txt,C:dur_meta=3600.0s_vs_form=180.0s; E:hedges=12,/Volumes/Expansion/data/1960s/1968-03-6890315-Kettering-Ohio.pdf
3,1968-06-6888374-NEWALBANY-INDIANA.txt,E:hedges=390; G:form='one'_vs_obj='a square configuration with four red lig',/Volumes/Expansion/data/1960s/1968-06-6888374-NEWALBANY-INDIANA.pdf
3,1968-07-7200260-SouthZanesville-Ohio.txt,C:dur_meta=1800.0s_vs_form=10.0s; E:hedges=11,/Volumes/Expansion/data/1960s/1968-07-7200260-SouthZanesville-Ohio.pdf
3,1968-07-7201170-GARFIELD-NEWJERSEY.txt,C:dur_meta=600.0s_vs_form=30.0s; E:hedges=22,/Volumes/Expansion/data/1960s/1968-07-7201170-GARFIELD-NEWJERSEY.pdf
3,1968-08-9677150-Cincinatti-Ohio.txt,E:hedges=7; G:form='one'_vs_obj='two round reddish-orange objects',/Volumes/Expansion/data/1960s/1968-08-9677150-Cincinatti-Ohio.pdf
3,1968-08-9677305-Freeville-NewYork.txt,C:dur_meta=15.0s_vs_form=120.0s; E:hedges=14,/Volumes/Expansion/data/1960s/1968-08-9677305-Freeville-NewYork.pdf
3,1968-09-9677754-Aiken-SouthCarolina.txt,E:hedges=13; G:form='one'_vs_obj='ufo described as fiery red with multiple',/Volumes/Expansion/data/1960s/1968-09-9677754-Aiken-SouthCarolina.pdf
3,1968-10-9678412-Richmond-Indiana.txt,E:hedges=9; G:form='one'_vs_obj='two white lights with a flickering orang',/Volumes/Expansion/data/1960s/1968-10-9678412-Richmond-Indiana.pdf
3,1968-11-7170789-Sommerville-Ohio.txt,E:hedges=13; G:form='one'_vs_obj='multiple lights in the sky',/Volumes/Expansion/data/1960s/1968-11-7170789-Sommerville-Ohio.pdf
3,1968-12-7171211-Dayton-Ohio.txt,C:dur_meta=2.0s_vs_form=25.0s; E:hedges=8,/Volumes/Expansion/data/1960s/1968-12-7171211-Dayton-Ohio.pdf
3,1969-02-7171858-Hamburg-NewYork.txt,C:dur_meta=900.0s_vs_form=120.0s; E:hedges=15,/Volumes/Expansion/data/1960s/1969-02-7171858-Hamburg-NewYork.pdf
3,1969-02-7171920-VirginiaBeach-Virginia.txt,C:dur_meta=7920000.0s_vs_form=900.0s; E:hedges=19,/Volumes/Expansion/data/1960s/1969-02-7171920-VirginiaBeach-Virginia.pdf
3,1969-02-7171982-Dayton-Ohio.txt,C:dur_meta=3900.0s_vs_form=8.0s; E:hedges=12,/Volumes/Expansion/data/1960s/1969-02-7171982-Dayton-Ohio.pdf
3,1969-03-6779714-Billings-Oklahoma.txt,C:dur_meta=60.0s_vs_form=10800.0s; E:hedges=37,/Volumes/Expansion/data/1960s/1969-03-6779714-Billings-Oklahoma.pdf
3,1969-07-6781985-Denver-Colorado.txt,C:dur_meta=900.0s_vs_form=7200.0s; E:hedges=16,/Volumes/Expansion/data/1960s/1969-07-6781985-Denver-Colorado.pdf
3,1969-10-7444446-NearDefuniakSprings-Florida.txt,E:hedges=7; G:form='one'_vs_obj='two metallic circular objects',/Volumes/Expansion/data/1960s/1969-10-7444446-NearDefuniakSprings-Florida.pdf
3,1969-11-7446090-Dayton-Ohio.txt,C:dur_meta=300.0s_vs_form=22.0s; E:hedges=36,/Volumes/Expansion/data/1960s/1969-11-7446090-Dayton-Ohio.pdf
3,xxxx-xx-8773924-Constantine-Algeria.txt,C:dur_meta=6912000.0s_vs_form=300.0s; E:hedges=6,/Volumes/Expansion/data/19XXs/xxxx-xx-8773924-Constantine-Algeria.pdf
3,xxxx-xx-9736415-DENVER-COLO.txt,B:witnesses_12_not_in_text,/Volumes/Expansion/data/19XXs/xxxx-xx-9736415-DENVER-COLO.pdf
